No.,Kode Obat,Nama Obat,Golongan Obat,Kategori Obat,Frekuensi,Jumlah Terjual,Satuan,Total Nominal,Persentase,Persentase Kumulatif,Kategori Pareto,Stok,Kebutuhan Perperiode,Jumlah Pengadaan,Harga Beli,Nama Supllier,Status,Transaksi Terakhir
397,OBT2206040001,Kalpanax K Cream 10 mg,,,6,"9,00",Botol,"219.989,79","0,07%","70,94%",Pareto A,12,"9,00","-3,00","18.455,00",Enseval Putra Megatranding PT,Over Stock,24 Sep 2022 
398,0000448,Madu TJ Murni 150 gr,Obat Bebas Terbatas,,9,"10,00",Botol,"219.882,12","0,07%","71,01%",Pareto B,7,"10,00","3,00","16.600,00",Mulya Wibawa PT,Under Stock,29 Sep 2022 
399,LASER2,LASERIN DWS 60ML,Obat Bebas Terbatas,,16,"16,00",Botol,"218.047,29","0,07%","71,08%",Pareto B,10,"16,00","6,00","9.909,00",Muda Jaya Sukses,Under Stock,30 Sep 2022 
400,CURC,CURCUMA FORCE TABLET,Obat Bebas Terbatas,,8,"176,00",Tablet,"216.738,60","0,07%","71,15%",Pareto B,210,"176,00","-34,00","929,17",PT Parit Padang Global,Over Stock,23 Sep 2022 
401,0000165,Dermovate cream 10g,Obat Keras,,2,"2,00",Tube,"215.784,00","0,07%","71,21%",Pareto B,2,"2,00","0,00","75.362,00",APL ID 293873,Stock On Hand,30 Sep 2022 
402,0000017,Dextamin Syr,Obat Keras,,5,"5,00",Botol,"215.045,85","0,07%","71,28%",Pareto B,5,"5,00","0,00","27.458,00",MULIA PRATAMA FIMADANI,Stock On Hand,27 Sep 2022 
403,PLAN3,Plantacid Forte Syr 100,Obat Bebas Terbatas,,6,"6,00",Botol,"215.015,88","0,07%","71,35%",Pareto B,4,"6,00","2,00","27.000,00",Combi Putra PT,Under Stock,28 Sep 2022 
404,Z000000000001,Zamel Drops,Obat Bebas Terbatas,,4,"4,00",Botol,"214.388,73","0,07%","71,42%",Pareto B,4,"4,00","0,00","39.500,00",AMS (Antarmitra Sembada),Stock On Hand,22 Sep 2022 
405,L000000000021,Lactamor Tab,Obat Bebas Terbatas,,6,"70,00",Tablet,"214.099,02","0,07%","71,48%",Pareto B,70,"70,00","0,00","2.333,33",Enseval Putra Megatranding PT,Stock On Hand,25 Sep 2022 
406,NATDIK2,Natrium Diclofenac 50/10s,Obat Keras,,25,"37,00",Strip,"212.289,72","0,07%","71,55%",Pareto B,45,"37,00","-8,30","3.100,00",AMS (Antarmitra Sembada),Over Stock,30 Sep 2022 
407,N000000000006,Nutrican Strawberry,Obat Bebas Terbatas,,1,"2,00",Dus,"211.921,20","0,07%","71,61%",Pareto B,4,"2,00","-2,00","80.000,00",Enseval Putra Megatranding PT,Over Stock,22 Sep 2022 
408,POLY4,Polysilane Tab,Obat Bebas Terbatas,,20,"168,00",Tablet,"211.847,94","0,07%","71,68%",Pareto B,142,"168,00","26,00","950,00",AMS (Antarmitra Sembada),Under Stock,27 Sep 2022 
409,OBT2206210002,VELUTINE PLUS,,,4,"17,00",Ampul,"211.177,50","0,07%","71,75%",Pareto B,0,"17,00","17,00","8.500,00",Apotek UII Farma,Potential Lost,23 Sep 2022 
410,KDM 1,SUTRA MERAH 12S,Obat Bebas Terbatas,,9,"9,00",Dus,"210.260,64","0,07%","71,81%",Pareto B,7,"9,00","2,00","17.545,00",AMS (Antarmitra Sembada),Under Stock,30 Sep 2022 
411,0000628,Siladex ME Hijau 100 ml,Obat Bebas Terbatas,,10,"10,00",Botol,"210.026,43","0,07%","71,88%",Pareto B,0,"10,00","10,00","15.849,54",Sumber Agung Sentosa,Potential Lost,27 Sep 2022 
412,ZEGAV,ZEGAVIT,Obat Bebas Terbatas,,5,"35,00",KAPLET,"209.845,50","0,07%","71,94%",Pareto B,258,"35,00","-223,00","4.500,00",Combi Putra PT,Over Stock,15 Sep 2022 
413,0001439,BM Glucosamine Sulfat 1500 mg 30s,Obat Bebas Terbatas,,1,"30,00",KAPLET,"209.523,60","0,07%","72,01%",Pareto B,60,"30,00","-30,00","3.954,55",Enseval Putra Megatranding PT,Over Stock,05 Sep 2022 
414,OBT2207200004,Meloxicam 15 Mg LAPI,,,14,"170,00",Tablet,"209.323,80","0,07%","72,08%",Pareto B,200,"170,00","-30,00","800,00",Kalista Prima PT,Over Stock,30 Sep 2022 
415,C000000000047,Claneksi F Syr,Obat Keras,,2,"2,00",Botol,"209.289,39","0,07%","72,14%",Pareto B,2,"2,00","0,00","72.150,00",BSP (Bina San Prima),Stock On Hand,09 Sep 2022 
416,0001606,BM Kids Fruity Fishies 30,Obat Bebas Terbatas,,1,"30,00",Tablet,"207.969,60","0,07%","72,21%",Pareto B,0,"30,00","30,00","5.227,28",Enseval Putra Megatranding PT,Potential Lost,25 Sep 2022 
417,X000000000002,Xepazym Tab,Obat Bebas Terbatas,,6,"56,00",Tablet,"207.443,46","0,06%","72,27%",Pareto B,44,"56,00","12,00","2.750,00",PT Parit Padang Global,Under Stock,15 Sep 2022 
418,msy,Madu Syamil Anak,Obat Bebas Terbatas,,7,"8,00",Botol,"207.285,84","0,06%","72,34%",Pareto B,6,"8,00","2,00","19.500,00",Adikara Kelapa,Under Stock,29 Sep 2022 
419,CTIM1,"C Timol 0,5 % 5 ml",Obat Keras,,3,"3,00",Botol,"206.469,99","0,06%","72,40%",Pareto B,7,"3,00","-4,00","47.750,00",Sumber Agung Sentosa,Over Stock,11 Sep 2022 
420,NATE,Natur E/soft kapsul,Obat Bebas Terbatas,,10,"164,00",KAPSUL,"206.411,16","0,06%","72,46%",Pareto B,148,"164,00","16,00","945,88",Tri Sapta Jaya PT,Under Stock,27 Sep 2022 
421,0001090,Cooling mint,Obat Bebas Terbatas,,5,"5,00",Botol,"205.250,10","0,06%","72,53%",Pareto B,4,"5,00","1,00","31.000,00",AMS (Antarmitra Sembada),Under Stock,24 Sep 2022 
422,ADSR2,Adem Sari sachet,Obat Bebas Terbatas,,16,"65,00",SACHET,"204.453,12","0,06%","72,59%",Pareto B,75,"65,00","-10,00","2.352,00",Muda Jaya Sukses,Over Stock,28 Sep 2022 
423,TAW1,Tawon DD,Obat Bebas Terbatas,,6,"6,00",Botol,"204.395,40","0,06%","72,66%",Pareto B,8,"6,00","-2,00","25.900,00",Mulya Wibawa PT,Over Stock,30 Sep 2022 
424,S000000000083,Surgical Glove NITRIL L/5s,Alat Kesehatan,,5,"19,00",BANDED,"203.675,01","0,06%","72,72%",Pareto B,32,"19,00","-13,00","4.954,96",Mutiara Mas Medika,Over Stock,30 Sep 2022 
425,BORGO3,Borraginol N Oint 15 gr,Obat Keras,,2,"2,00",Tube,"203.423,04","0,06%","72,78%",Pareto B,2,"2,00","0,00","71.000,00",KDE (Ka Dua Empat PT),Stock On Hand,20 Sep 2022 
426,KDM 2,SUTRA OK HITAM 12S,Obat Bebas Terbatas,,6,"6,00",Dus,"203.343,12","0,06%","72,85%",Pareto B,4,"6,00","2,00","25.545,00",AMS (Antarmitra Sembada),Under Stock,30 Sep 2022 
427,Ther,Theragran M/strip 4,Obat Bebas Terbatas,,5,"8,00",Strip,"203.063,40","0,06%","72,91%",Pareto B,22,"8,00","-14,00","19.120,00",Langkah Insan Mandiri PT,Over Stock,28 Sep 2022 
428,ANTI,Antimo/Strip 10s,Obat Bebas Terbatas,,25,"42,00",Strip,"202.854,72","0,06%","72,98%",Pareto B,36,"42,00","6,00","3.600,00",SBM (Sabda Badranaya Mulya),Under Stock,30 Sep 2022 
429,TOCOR,Topcort 10 Gr Cr,Obat Keras,,6,"6,00",Tube,"202.741,50","0,06%","73,04%",Pareto B,5,"6,00","1,00","23.000,00",BSP (Bina San Prima),Under Stock,19 Sep 2022 
430,fc 4,Feminine Comfort Biru,Obat Bebas Terbatas,,4,"6,00",Box,"202.650,48","0,06%","73,10%",Pareto B,7,"6,00","-1,00","25.500,00",Adikara Kelapa,Over Stock,25 Sep 2022 
431,VCS1,C 1000 Lemon Sido Muncul,Obat Bebas Terbatas,,17,"126,00",SACHET,"202.581,66","0,06%","73,17%",Pareto B,311,"126,00","-185,00","1.166,67",Sumber Agung Sentosa,Over Stock,30 Sep 2022 
432,KDM,SUTRA MERAH 3S,Obat Bebas Terbatas,,23,"29,00",PC,"201.702,54","0,06%","73,23%",Pareto B,27,"29,00","2,00","4.909,00",AMS (Antarmitra Sembada),Under Stock,30 Sep 2022 
433,HANSAP,"Hansaplast Plester Kain Elastis 10""",Obat Bebas Terbatas,,36,"46,00",SACHET,"201.498,30","0,06%","73,29%",Pareto B,47,"46,00","-1,00","3.334,00",Dwidaya Langgeng Sentosa,Over Stock,30 Sep 2022 
434,S000000000043,Sucralfat Combi 500mg/5ml 100 ml,Obat Keras,,9,"9,00",Botol,"201.024,33","0,06%","73,35%",Pareto B,8,"9,00","1,00","14.500,00",Barotama Mulya Perkasa,Under Stock,28 Sep 2022 
435,GLUCOS1,Glucosamine MPL 500mg tab,Obat Bebas Terbatas,,7,"90,00",Tablet,"200.932,20","0,06%","73,42%",Pareto B,60,"90,00","30,00","1.675,00",Merapi Utama Pharma PT,Under Stock,22 Sep 2022 
436,VICEL,VICEE LEMON/BANDED 2S,Obat Bebas Terbatas,,24,"63,00",BANDED,"200.927,76","0,06%","73,48%",Pareto B,50,"63,00","13,00","2.515,60",APL ID 293873,Under Stock,27 Sep 2022 
437,DEMACO,Demacolin/10,Obat Bebas Terbatas,,32,"33,00",Strip,"200.827,86","0,06%","73,54%",Pareto B,37,"33,00","-4,00","4.460,00",Combi Putra PT,Over Stock,30 Sep 2022 
438,tir,Tiriz Drop 20 ml,Obat Keras,,2,"2,00",Botol,"200.588,10","0,06%","73,61%",Pareto B,2,"2,00","0,00","70.000,00",Penta Valen,Stock On Hand,28 Sep 2022 
439,DAK2,Daktarin  cr 5 gr,Obat Bebas Terbatas,,7,"7,00",Tube,"200.398,29","0,06%","73,67%",Pareto B,5,"7,00","2,00","21.530,00",Muda Jaya Sukses,Under Stock,30 Sep 2022 
440,Zilo,Zyloric 300 mg,Obat Keras,,3,"30,00",Tablet,"200.110,80","0,06%","73,73%",Pareto B,66,"30,00","-36,00","4.618,60",Langkah Insan Mandiri PT,Over Stock,30 Sep 2022 
441,EPEXO,Epexol 30,Obat Keras,,14,"143,00",Tablet,"200.027,55","0,06%","73,79%",Pareto B,127,"143,00","16,00","850,00",BSP (Bina San Prima),Under Stock,29 Sep 2022 
442,MICRG02,Microgynon LIBI,Obat Keras,,8,"8,00",Strip,"199.988,70","0,06%","73,86%",Pareto B,11,"8,00","-3,00","16.800,00",RESTU CAHAYA SEJAHTERA FARMA,Over Stock,29 Sep 2022 
443,BENO5,Benoson N 5 Cr,Obat Keras,,8,"8,00",Tube,"199.622,40","0,06%","73,92%",Pareto B,5,"8,00","3,00","16.818,00",Langkah Insan Mandiri PT,Under Stock,25 Sep 2022 
444,SCAB03,Scabimite cr 10 gr,Obat Keras,,3,"3,00",Tube,"199.419,27","0,06%","73,98%",Pareto B,4,"3,00","-1,00","46.500,00",AMS (Antarmitra Sembada),Over Stock,29 Sep 2022 
445,RATN,Rantin 150 mg,Obat Keras,,3,"31,00",Tablet,"199.356,00","0,06%","74,04%",Pareto B,23,"31,00","8,00","4.500,00",Sumber Agung Sentosa,Under Stock,22 Sep 2022 
446,OBT2209070001,BIOQUINON CAPSULE,,,1,"10,00",KAPSUL,"198.967,50","0,06%","74,11%",Pareto B,40,"10,00","-30,00","15.000,00",,Over Stock,07 Sep 2022 
447,Prolac,Prolacta with DHA for Mother,Obat Bebas Terbatas,,1,"30,00",Tablet,"198.667,80","0,06%","74,17%",Pareto B,90,"30,00","-60,00","5.000,00",AMS (Antarmitra Sembada),Over Stock,15 Sep 2022 
448,ANT1,OB Herbal 60 ml,Obat Bebas Terbatas,,11,"11,00",Botol,"196.713,09","0,06%","74,23%",Pareto B,5,"11,00","6,00","13.475,00",Mulya Wibawa PT,Under Stock,27 Sep 2022 
449,PHARMF,Pharmaton Formula,Obat Bebas Terbatas,,5,"35,00",Tablet,"195.387,75","0,06%","74,29%",Pareto B,77,"35,00","-42,00","4.214,32",APL ID 293873,Over Stock,30 Sep 2022 
450,ESCstr,Ester C 4s,Obat Bebas Terbatas,,23,"28,00",Strip,"195.128,01","0,06%","74,35%",Pareto B,30,"28,00","-2,00","5.250,00",Marga Nusantara PT,Over Stock,30 Sep 2022 
451,0000896,Renovit Gold Tab 30,Obat Bebas Terbatas,,2,"2,00",Botol,"194.822,76","0,06%","74,41%",Pareto B,2,"2,00","0,00","73.420,00",Mulya Wibawa PT,Stock On Hand,21 Sep 2022 
452,NEURSB3,Neurosanbe Plus,Obat Keras,,8,"113,00",Tablet,"194.619,63","0,06%","74,47%",Pareto B,85,"113,00","28,00","1.160,00",BSP (Bina San Prima),Under Stock,30 Sep 2022 
453,BORG01,Borraginol N Supp,Obat Keras,,3,"12,00",SUPPO,"194.272,20","0,06%","74,53%",Pareto B,18,"12,00","-6,00","11.200,00",KDE (Ka Dua Empat PT),Over Stock,22 Sep 2022 
454,AK1,AKURAT,Obat Bebas Terbatas,,16,"17,00",PC,"194.173,41","0,06%","74,59%",Pareto B,33,"17,00","-16,00","8.500,00",Langkah Insan Mandiri PT,Over Stock,29 Sep 2022 
455,V000000000010,Velutine 2.5,Obat Keras,,6,"18,00",Botol,"194.066,85","0,06%","74,66%",Pareto B,0,"18,00","18,00","7.700,00",AMS (Antarmitra Sembada),Potential Lost,29 Sep 2022 
456,I000000000016,Irbesartan 300 mg Dexa Medica,Obat Keras,,1,"40,00",Tablet,"193.806,00","0,06%","74,72%",Pareto B,52,"40,00","-12,00","3.400,00",AAM (Anugrah Argon Medica),Over Stock,17 Sep 2022 
457,A000000000034,Atorvastatin 10 mg HJ,Obat Keras,,5,"60,00",Tablet,"193.373,10","0,06%","74,78%",Pareto B,60,"60,00","0,00","3.250,00",Enseval Putra Megatranding PT,Stock On Hand,25 Sep 2022 
458,0000714,Griseofulvin Tablet 500 mg,Obat Keras,,4,"76,00",Tablet,"192.509,52","0,06%","74,84%",Pareto B,29,"76,00","47,00","1.689,71",Langkah Insan Mandiri PT,Under Stock,30 Sep 2022 
459,MKPK02,Kapak 14 cc,Obat Bebas Terbatas,,6,"7,00",Botol,"191.815,77","0,06%","74,90%",Pareto B,8,"7,00","-1,00","18.734,00",Muda Jaya Sukses,Over Stock,29 Sep 2022 
460,VICK1,Vicks Vaporub 10g,Obat Bebas Terbatas,,22,"23,00",Tube,"189.506,97","0,06%","74,96%",Pareto B,30,"23,00","-7,00","6.201,00",Mulya Wibawa PT,Over Stock,29 Sep 2022 
461,S000000000016,Sucralfate Susp 500mg/5ml Novell 20,Obat Keras,,2,"2,00",Botol,"189.252,78","0,06%","75,02%",Pareto B,2,"2,00","0,00","66.000,00",Kalista Prima PT,Stock On Hand,25 Sep 2022 
462,PANTOZ1,Pantozol 40 mg,Obat Keras,,1,"7,00",Tablet,"188.141,67","0,06%","75,07%",Pareto B,15,"7,00","-8,00","18.857,14",KDE (Ka Dua Empat PT),Over Stock,11 Sep 2022 
463,0000202,Glucophage XR 500 mg,Obat Keras,,1,"60,00",Tablet,"187.552,26","0,06%","75,13%",Pareto B,71,"60,00","-11,00","2.451,02",APL ID 293873,Over Stock,08 Sep 2022 
464,E000000000007,Egoji Gummy Strawberry,Obat Bebas Terbatas,,15,"20,00",SACHET,"186.047,10","0,06%","75,19%",Pareto B,11,"20,00","9,00","7.000,00",AMS (Antarmitra Sembada),Under Stock,28 Sep 2022 
465,INTUN,Intunal 60 Syr,Obat Bebas Terbatas,,8,"9,00",Botol,"185.852,85","0,06%","75,25%",Pareto B,10,"9,00","-1,00","12.000,00",Barotama Mulya Perkasa,Over Stock,30 Sep 2022 
466,O000000000036,OSFIT PLANTINUM,Obat Bebas Terbatas,,1,"30,00",KAPSUL,"185.447,70","0,06%","75,31%",Pareto B,30,"30,00","0,00","4.666,67",Enseval Putra Megatranding PT,Stock On Hand,23 Sep 2022 
467,0000007,C Cenfresh 5 ml,Obat Bebas Terbatas,,4,"4,00",Botol,"185.048,10","0,06%","75,37%",Pareto B,9,"4,00","-5,00","34.875,00",Langkah Insan Mandiri PT,Over Stock,10 Sep 2022 
468,ULTRPR,Ultraproct N suppo,Obat Keras,,2,"8,00",SUPPO,"183.813,78","0,06%","75,42%",Pareto B,16,"8,00","-8,00","16.250,00",Combi Putra PT,Over Stock,08 Sep 2022 
469,0001009,Lyrica 50 mg,Obat Keras,,1,"14,00",Tablet,"182.979,06","0,06%","75,48%",Pareto B,28,"14,00","-14,00","9.157,14",AAM (Anugrah Argon Medica),Over Stock,13 Sep 2022 
470,IBUP2,Ibuprofen 400 strip/10s,Obat Keras,,31,"37,00",Strip,"182.812,56","0,06%","75,54%",Pareto B,38,"37,50","0,00","3.060,00",SBM (Sabda Badranaya Mulya),Stock On Hand,29 Sep 2022 
471,Zink1,Zinkid Syrup,Obat Bebas Terbatas,,3,"5,00",Botol,"182.222,04","0,06%","75,59%",Pareto B,4,"5,00","1,00","27.500,00",Langkah Insan Mandiri PT,Under Stock,15 Sep 2022 
472,0000519,Eperison Tablet,Obat Keras,,8,"80,00",Tablet,"181.551,60","0,06%","75,65%",Pareto B,108,"80,00","-28,00","1.500,00",Kalista Prima PT,Over Stock,25 Sep 2022 
473,DAK1,Daktarin  cr 10 gr,Obat Bebas Terbatas,,4,"4,00",Tube,"180.144,12","0,06%","75,71%",Pareto B,4,"4,00","0,00","33.960,00",Barotama Mulya Perkasa,Stock On Hand,18 Sep 2022 
474,B000000000055,BM Vit D3 1000 UI 60,Obat Bebas Terbatas,,1,"60,00",Tablet,"179.908,80","0,06%","75,76%",Pareto B,60,"60,00","0,00","2.045,45",Enseval Putra Megatranding PT,Stock On Hand,28 Sep 2022 
475,IKA2,Ikamicetin ZK,Obat Keras,,7,"15,00",Tube,"179.659,05","0,06%","75,82%",Pareto B,12,"15,00","2,67","8.200,00",Distriversa Buana Mas PT,Under Stock,26 Sep 2022 
476,KOYO,Koyo Cabe 10.s/sachet,Obat Bebas Terbatas,,14,"15,00",SACHET,"179.464,80","0,06%","75,88%",Pareto B,24,"15,00","-9,00","9.348,15",Muda Jaya Sukses,Over Stock,29 Sep 2022 
477,KOMX03,Komix OBH Sachet,Obat Bebas Terbatas,,19,"111,00",SACHET,"178.665,60","0,06%","75,93%",Pareto B,111,"111,00","0,00","1.196,97",Enseval Putra Megatranding PT,Stock On Hand,29 Sep 2022 
478,M000000000093,Masker Cantol Sensi/Sachet 5s,Alat Kesehatan,,2,"11,00",SACHET,"178.473,57","0,06%","75,99%",Pareto B,168,"11,00","-157,00","12.250,00",AMS (Antarmitra Sembada),Over Stock,18 Sep 2022 
479,AlbaP,Permen Alba Pastiles,Obat Bebas Terbatas,,15,"16,00",SACHET,"178.237,14","0,06%","76,04%",Pareto B,14,"16,00","2,00","9.300,00",Adikara Kelapa,Under Stock,29 Sep 2022 
480,Y000000000004,You Vit Gummy ANAK,Alat Kesehatan,,8,"10,00",SACHET,"178.163,88","0,06%","76,10%",Pareto B,11,"10,00","-1,00","13.446,00",AAM (Anugrah Argon Medica),Over Stock,27 Sep 2022 
481,F000000000020,Folamil Gold/caps,Obat Bebas Terbatas,,1,"30,00",CAPSUL,"177.189,30","0,06%","76,15%",Pareto B,60,"30,00","-30,00","4.500,00",AAM (Anugrah Argon Medica),Over Stock,18 Sep 2022 
482,KS DwIP,Kassa Steril DP,Alat Kesehatan,,11,"16,00",PC,"176.838,54","0,06%","76,21%",Pareto B,6,"16,00","10,00","8.400,00",Mutiara Mas Medika,Under Stock,30 Sep 2022 
483,P000000000057,Pregabalin 75 mg HJ,Obat Keras,,5,"28,00",KAPSUL,"176.702,01","0,06%","76,27%",Pareto B,28,"28,00","0,00","4.285,71",Enseval Putra Megatranding PT,Stock On Hand,28 Sep 2022 
484,O000000000027,Orezinc Syr,Obat Bebas Terbatas,,4,"4,00",Botol,"176.634,30","0,06%","76,32%",Pareto B,4,"4,00","0,00","32.212,00",AMS (Antarmitra Sembada),Stock On Hand,21 Sep 2022 
485,A000000000090,ASEPTIC PLUS CAIR DISPENSER 500ml,Alat Kesehatan,,2,"6,00",Botol,"176.547,72","0,06%","76,38%",Pareto B,8,"6,00","-2,00","24.091,00",Dwidaya Langgeng Sentosa,Over Stock,12 Sep 2022 
486,J000000000039,Jarum Ultrafine Hijau,Obat Bebas Terbatas,,10,"58,00",PC,"176.414,52","0,06%","76,43%",Pareto B,10,"58,00","48,00","2.274,78",Dwidaya Langgeng Sentosa,Under Stock,30 Sep 2022 
487,0001011,OBH Itrasal 100 ml,Obat Bebas Terbatas,,15,"23,00",Botol,"175.263,45","0,05%","76,49%",Pareto B,15,"23,00","8,00","6.000,00",Mulya Wibawa PT,Under Stock,29 Sep 2022 
488,0001480,Mupirocin Oint 10 gr,Obat Keras,,4,"4,00",Tube,"174.702,90","0,05%","76,54%",Pareto B,6,"4,00","-2,00","30.000,00",AMS (Antarmitra Sembada),Over Stock,23 Sep 2022 
489,P000000000042,Polident Flavour Free 60 Gr,Obat Bebas Terbatas,,2,"2,00",PC,"174.575,25","0,05%","76,60%",Pareto B,5,"2,00","-3,00","65.427,27",Sinar Mas Distribusi Nusantara,Over Stock,25 Sep 2022 
490,XONC,Xonce Banded 2s,Obat Bebas Terbatas,,26,"48,00",BANDED,"173.208,84","0,05%","76,65%",Pareto B,24,"48,00","24,00","2.702,72",Enseval Putra Megatranding PT,Under Stock,30 Sep 2022 
491,A000000000033,Amlodipin 5 mg Novell/Strip 10s,Obat Keras,,10,"34,00",Strip,"172.832,55","0,05%","76,70%",Pareto B,22,"34,00","12,00","3.333,33",AMS (Antarmitra Sembada),Under Stock,30 Sep 2022 
492,VICK2,Vicks Vaporub 50g,Obat Bebas Terbatas,,5,"5,00",Tube,"172.521,75","0,05%","76,76%",Pareto B,3,"5,00","2,00","26.059,00",APL ID 293873,Under Stock,27 Sep 2022 
493,C000000000065,Calnic Plus Syr,Obat Bebas Terbatas,,2,"2,00",Botol,"172.185,42","0,05%","76,81%",Pareto B,1,"2,00","1,00","65.000,00",Kalista Prima PT,Under Stock,30 Sep 2022 
494,VOME01,Vometa FT Tab,Obat Keras,,4,"28,00",Tablet,"172.158,78","0,05%","76,87%",Pareto B,53,"28,00","-25,00","4.200,00",AAM (Anugrah Argon Medica),Over Stock,17 Sep 2022 
495,M000000000090,Metformin 500mg/Hexpharm 10s,Obat Keras,,18,"54,00",Strip,"172.016,70","0,05%","76,92%",Pareto B,29,"54,00","25,00","1.932,00",SBM (Sabda Badranaya Mulya),Under Stock,25 Sep 2022 
496,OSTE2,Oste Forte,Obat Bebas Terbatas,,5,"21,00",Tablet,"171.945,66","0,05%","76,97%",Pareto B,48,"21,00","-27,00","6.180,00",KDE (Ka Dua Empat PT),Over Stock,08 Sep 2022 
497,ykt,Yakult/pcs,Minuman,,25,"84,00",Botol,"171.846,87","0,05%","77,03%",Pareto B,28,"84,00","56,00","1.450,45",Yakult Indonesia Persada PT,Under Stock,30 Sep 2022 
498,B000000000052,Bisoprolol 2.5 mg Novell,Obat Keras,,13,"225,00",Tablet,"171.744,75","0,05%","77,08%",Pareto B,202,"225,00","23,00","500,00",AMS (Antarmitra Sembada),Under Stock,28 Sep 2022 
499,KONSI35,Puspita Radja GKOM (K),Konsinyasi,,1,"1,00",Botol,"171.546,06","0,05%","77,13%",Pareto B,0,"1,00","1,00","140.000,00",Puspita Radja Herbal,Potential Lost,19 Sep 2022 
500,KONSI38,Puspita Radja M-TOX(K),Konsinyasi,,1,"1,00",Botol,"171.546,06","0,05%","77,19%",Pareto B,0,"1,00","1,00","140.000,00",Puspita Radja Herbal,Potential Lost,24 Sep 2022 
501,KONSI39,Puspita Radja PLA NATURE(K),Konsinyasi,,1,"1,00",Botol,"171.546,06","0,05%","77,24%",Pareto B,1,"1,00","0,00","140.000,00",Puspita Radja Herbal,Stock On Hand,14 Sep 2022 
502,OBT2203130001,Puspita Radja Ardha,Konsinyasi,,1,"1,00",Botol,"171.546,06","0,05%","77,30%",Pareto B,0,"1,00","1,00","140.000,00",Puspita Radja Herbal,Potential Lost,05 Sep 2022 
503,OBT2203130004,Puspita Radja NTA,,,1,"1,00",Botol,"171.546,06","0,05%","77,35%",Pareto B,0,"1,00","1,00","140.000,00",Puspita Radja Herbal,Potential Lost,19 Sep 2022 
504,OBT2203130005,Puspita Radja PIRIS,,,1,"1,00",Botol,"171.546,06","0,05%","77,40%",Pareto B,0,"1,00","1,00","140.000,00",Puspita Radja Herbal,Potential Lost,30 Sep 2022 
505,OBT2203130007,Puspita Radja YOSIC,,,1,"1,00",Botol,"171.546,06","0,05%","77,46%",Pareto B,0,"1,00","1,00","140.000,00",Puspita Radja Herbal,Potential Lost,30 Sep 2022 
506,R000000000015,Rosuvastatin 10 mg Dexa/Tab,Obat Keras,,1,"30,00",Tablet,"171.139,80","0,05%","77,51%",Pareto B,0,"30,00","30,00","4.000,00",AAM (Anugrah Argon Medica),Potential Lost,14 Sep 2022 
507,R000000000008,Rosuvastatin 20 mg Novell/Tab,Obat Keras,,1,"30,00",Tablet,"171.139,80","0,05%","77,56%",Pareto B,50,"30,00","-20,00","4.000,00",AMS (Antarmitra Sembada),Over Stock,10 Sep 2022 
508,0000444,Ketesse tab 25mg,Obat Keras,,2,"15,00",Tablet,"170.718,00","0,05%","77,62%",Pareto B,50,"15,00","-35,00","8.000,00",AAM (Anugrah Argon Medica),Over Stock,16 Sep 2022 
509,KAP3,Kapak 28 CC,Obat Bebas Terbatas,,4,"4,00",Botol,"170.200,74","0,05%","77,67%",Pareto B,4,"4,00","0,00","31.910,00",Barotama Mulya Perkasa,Stock On Hand,23 Sep 2022 
510,I000000000012,Imboost Kid Grape Syr 60 ml,Obat Bebas Terbatas,,4,"4,00",Botol,"170.157,45","0,05%","77,72%",Pareto B,9,"4,00","-5,00","31.900,00",Barotama Mulya Perkasa,Over Stock,24 Sep 2022 
511,AMOXS2,Amoxsan Syr 60 ml,Obat Keras,,4,"5,00",Botol,"170.147,46","0,05%","77,78%",Pareto B,4,"5,00","1,00","23.100,00",BSP (Bina San Prima),Under Stock,20 Sep 2022 
512,LAPSIV1,Lapisiv 100 ml,Obat Bebas Terbatas,,6,"6,00",Botol,"169.328,28","0,05%","77,83%",Pareto B,4,"6,00","2,00","21.000,00",Apotek UII Farma,Under Stock,20 Sep 2022 
513,A000000000014,Amlodipin 10 mg Hexpharm/Strip,Obat Keras,,8,"13,00",Strip,"168.958,65","0,05%","77,88%",Pareto B,27,"13,00","-14,00","8.800,00",Enseval Putra Megatranding PT,Over Stock,29 Sep 2022 
514,SILA3,Siladex ATT Merah 60 ml,Obat Bebas Terbatas,,10,"11,00",Botol,"168.726,66","0,05%","77,93%",Pareto B,6,"11,00","5,00","11.520,00",Mulya Wibawa PT,Under Stock,28 Sep 2022 
515,OBT2206170001,Alkohol Swab Sensi,,,8,"806,00",SACHET,"168.071,76","0,05%","77,99%",Pareto B,161,"806,00","645,00","156,00",AMS (Antarmitra Sembada),Under Stock,28 Sep 2022 
516,MCPRE2,Micropore 1 Inch (dengan pemotong),Obat Bebas Terbatas,,7,"7,00",PC,"167.855,31","0,05%","78,04%",Pareto B,5,"7,00","2,00","18.182,00",Dwidaya Langgeng Sentosa,Under Stock,28 Sep 2022 
517,SANA4,Sanadryl DMP 120 ml,Obat Bebas Terbatas,,5,"6,00",Botol,"167.734,32","0,05%","78,09%",Pareto B,2,"6,00","4,00","21.100,00",BSP (Bina San Prima),Under Stock,27 Sep 2022 
518,0001266,Vectrine Cap,Obat Keras,,4,"22,00",KAPSUL,"167.476,80","0,05%","78,14%",Pareto B,20,"22,00","2,00","5.300,00",AAM (Anugrah Argon Medica),Under Stock,22 Sep 2022 
